Number;Speaker;Start time;End time;Duration;Text
15;Speaker 1;00:07:22.490;00:07:23.380;00:00:00.890;"Nice to meet you."
16;Speaker 3;00:07:23.460;00:07:49.230;00:00:25.770;"Nice to meet you. Thank you for participating the interview. To answer your question, I think it's not always good to regulate people, especially on ethical side. But still there are some people who do something that we cannot understand with common sense. So in those cases maybe regulations are required."
17;Speaker 1;00:07:53.010;00:09:26.650;00:01:33.640;"I think it's a very good scenario in United States because it's a country with a full of immigrant. Only a small amount of people are actually originally from here, right. Everyone else immigrant in different ways. Ethical is very different to different background on the country, the religion, the education you've got and also the family surrounding impact. Also friendship. The common agreement of Ethic is only a star from you to other people and the surroundings. That's why it's really hard to draw a line for Ethic. And I think legal rule people what is good and bad. Just saying you cannot kill people, it's bad. Ethic is talking about what is the right thing to do and what is right to you and what is right to me it could be very different. So from that perspective, for all the products have created, I believe for people who are entrepreneur or startup or project owner wanting to start a project, they're emphasized to make this work better. Google does it, Apple does it, even Facebook initially with a matter verse. The motion is to make the better world for every single one. But when it comes down to ethics, is it a right thing for them on the Ethic?"
18;Speaker 1;00:09:26.700;00:10:50.410;00:01:23.710;"And is that right thing for the designer or for the product manager or even developer? It's different because we cannot draw a clear line. What is right to do so in consideration, what is right to ethical design? I can say. I believe this is the value I represent. I believe this is what I should present. For example, a very obvious case, if you look at all the images has been utilized for the website, that's for marketing purpose, right? Not for UI UX. You can swap that image. You see more black Asian curvy woman nowadays. Back then, we see what Victoria's Secret was in long leg, right? So now the attic change because a certain undertone of the society change ethic is moving part. And the product is a living creature too. What I believe to utilize for ethic. We love to use dog, kids and animals in any of the products because we agree ethically, they are cute, we like them. But maybe someday some kind of influence could happen that people that doesn't believe that and can prevent that. So from the respectful value, that's unethical."
19;Speaker 3;00:10:51.750;00:11:00.120;00:00:08.370;"I understand. Yeah. Thank you for your answer. Hunter, do you have any more ethic related questions?"
20;Speaker 2;00:11:05.050;00:11:09.040;00:00:03.990;"Maybe now you can take your part to ask her."
21;Speaker 3;00:11:09.550;00:11:10.300;00:00:00.750;"Okay."
22;Speaker 2;00:11:10.990;00:11:14.610;00:00:03.620;"I think before that we should share from the Google slide."
23;Speaker 3;00:11:14.790;00:11:53.140;00:00:38.350;"Yes. So this interview is comprised of like two parts. One part. We already did the first part when we asked about ethics and design. And the second part is about trying to understand how UX designers in the industry conduct quality to data analysis. And for this, we're going to do a little work workshop and I'm going to share a Google slide where you can do some exercises with us. So I'm just going to share the link on the chat and let me know if you can access it."
24;Speaker 1;00:11:56.450;00:11:58.300;00:00:01.850;"Yes, I am on it now."
25;Speaker 3;00:11:58.380;00:13:06.320;00:01:07.940;"Oh, thank you. Okay, then let's get started. So the first part, we're going to ask some general questions to understand the context in the industry setting. Okay. So the first exercise is we're going to ask you to draw a diagram that can represent a very usual process your team take when developing a product. And this is an example from our previous participant. And you can create like any diagram based on your own experience. And we provided these little colored dots. And these dots represent like different type of collaborators. Also, when you're making a diagram, please include qualitative data analysis elements and brainstorming stage so we can know where they are located in this whole process. So if you go to page three. Yeah, you already copy pasted so you can modify it. And while you're making it, can you talk through and explain how each process works? In your experience."
26;Speaker 1;00:13:08.910;00:13:10.980;00:00:02.070;"Okay, let me break the chart."
27;Speaker 3;00:13:11.130;00:13:13.020;00:00:01.890;"Okay. Sure. Go ahead."
28;Speaker 1;00:13:23.290;00:14:48.420;00:01:25.130;"So normally it starts with a brainstorming and the brainstorming session is based on the strategy. So not everyone will participate. It's more, I think business and data science. Well, I don't think data science are part of that. It's more of business. And they start with a consider what is the direction to take to meet the goal of the company in terms of either increasing user increasing probability or making better engagement for people. And it's both user quantitative research. Oh, that's user test. Okay. Yeah. So both qualitative and quantitative user research, sometimes it doesn't happen the way sometimes you don't need user research because it was a strategy decision. But it could have happened. It could have been. And then it will go normally I would just say more linear way of a design prototype of how to make that happen. And in that way over here, I think we might need UX researcher and the product manager, which I don't see."
29;Speaker 3;00:14:48.990;00:14:53.160;00:00:04.170;"You can add product manager if you think it's important."
30;Speaker 1;00:14:53.610;00:15:38.950;00:00:45.340;"Product manager is very important. I don't know. Let me add a purple. And then after the design prototypes. Normally, what is the reason to separate UX researcher and UI designer?"
31;Speaker 3;00:15:40.650;00:15:55.910;00:00:15.260;"I think in some team they just have separate roles. So that's why I just separated them. But if you think they are like the same role, then you can just combine them together. Okay."
32;Speaker 1;00:15:56.030;00:16:37.660;00:00:41.630;"Let me rename over here, because I would call it product researcher and the product designer. And the reason why is UI and UX are two different mindset. And you kind of need both UI and UX as design and also for the product researcher. They do not only focus on UI or UX, they're focusing on the full product. So they need to understand a marketing strategy. They need to have the research method on the knowledge to conduct. So I wouldn't separate one route to each category. I would say both of them should cooperate together."
33;Speaker 3;00:16:38.350;00:16:39.340;00:00:00.990;"I see."
34;Speaker 1;00:16:40.630;00:19:04.670;00:02:24.040;"So let me do that. So product manager and the product researcher would do the user research and after that the designer and the product manager would work on the prototype. And after the prototype, there isn't other steps is the presentation idea review. So the data signed. The product manager and product designer would review together how the concept is visible. Can we get the data? Is the timeline working? And then after that it will be development. So the development would be more again, I wouldn't say data scientist. I would say it's more for front end, back end developers. It's more of the front end back end developers with the data scientists and also the product designer because they need to review. Well, actually product designer and product owner. And after that we release the spring, we collect data in a Ga. And after the Ga evaluation, generating product designer and a product manager and the researcher would be evaluating? No, I don't think so. I don't think so. I think they're more on the end of the loop. How do I make an arrow with those boxes?"
35;Speaker 3;00:19:05.230;00:19:06.710;00:00:01.480;"I'll add arrow."
36;Speaker 1;00:19:08.530;00:19:09.290;00:00:00.760;"I got it."
37;Speaker 3;00:19:09.340;00:19:10.480;00:00:01.140;"Okay. I saw it."
38;Speaker 1;00:19:11.110;00:19:15.690;00:00:04.580;"Sorry. It's not going to be. It's looking very weird right now."
39;Speaker 3;00:19:15.870;00:19:18.280;00:00:02.410;"It's okay. Don't worry about how it looks."
40;Speaker 1;00:19:37.190;00:19:47.670;00:00:10.480;"Development, then release and then you do user testing and then you do evaluation."
41;Speaker 3;00:19:50.190;00:20:10.570;00:00:20.380;"Thank you. I came up with some questions based on your diagram. You said the first user research sometimes happens and sometimes it doesn't. And why do you think sometimes it doesn't?"
42;Speaker 1;00:20:11.190;00:20:34.820;00:00:23.630;"It really depends on the feature. If it's a feature that matters or innovative, then you need to do research on hypothesis, basically to get a second opinion of that direction. But if it's a micro change, then you really don't need to like you need to add another button, right? You don't need to handle that. It really depends on the skill of the project."
43;Speaker 3;00:20:34.900;00:20:47.270;00:00:12.370;"I see. So then the second user test will be mostly focused on testing features."
44;Speaker 1;00:20:49.510;00:20:50.260;00:00:00.750;"Okay."
45;Speaker 3;00:20:52.390;00:21:03.650;00:00:11.260;"So at the second user study, does coming up with innovative ideas also important or is it mostly focused on testing the usability?"
46;Speaker 1;00:21:05.710;00:21:55.960;00:00:50.250;"Do you mean the user? Yes, that's more usability and feedback because there is always happening that design development could be a bit different. Like something in designers mind does work this way. When you run into development, it could be different because for example, the data is not available, the development code takes longer, which they need to take like one step further. So with all the barriers the user testing post it's. Either you look at Ga on their interaction or you actually conduct research. But research is a very time consuming thing to do. Not our company can afford to do the research all the time."
47;Speaker 3;00:21:58.310;00:22:36.630;00:00:38.320;"Okay then. Thank you for your answer. Let's move on to the second exercise. So from the second exercise, we're going to focus on to know whether there are some pain points during this process. So you can copy your diagram that you made on the third page and then paste it on the fifth page and then Mark with this red lightning symbol to indicate where do you find within this process challenging? And while you do that, please elaborate verbally. Why do you think these moments are challenging?"
48;Speaker 1;00:22:58.050;00:23:06.370;00:00:08.320;"Brainstorming is the most difficult part because there could be a zillion different ideas, right."
49;Speaker 3;00:23:06.540;00:23:07.260;00:00:00.720;"So."
50;Speaker 1;00:23:09.330;00:24:48.110;00:01:38.780;"To align people to agree on the strategy, especially nowadays, it's not just a talk like if it's a big feature, it's not just a talk between the Co and the CTO. It's normally like a CEO, whoever is responding director of the project. And if it's aligned with the investor and also the board of member. So it's more difficult conversation from that point of view. Okay, so I think that's definitely difficult because not all the ideas get you deployed at the end they can only select one invest like you have a million dollar. How you're going to chop that million dollar to investing? Things matters. And what do you think matters to the company and to the user and to your product? So that's very difficult. And user research normally is not difficult. We use platform like UserTesting.com, Mterx, Quadric. Yeah, they already have their recruiting system, so it's not difficult at all. Prototyping is not difficult, at least to me. I don't know, maybe it could be different projects and normally just go to the product design method, do research, think in creative and normally you present two to three versions. One is the version based on the requirement."
51;Speaker 1;00:24:48.160;00:26:17.890;00:01:29.730;"You meet the requirement and the version. You look at a competitor, how they're doing and elaborate all the innovative version. And normally the innovative version doesn't get to develop because it's too risky. You don't have a data and sometime after the prototype has been done, there would be a user research happening between for example, we put a Sigma prototype on UserTesting.com and just to ask people's opinion first impression, what do you think each function does? So yeah, it's not difficult. Concept review is not. I think development and also evaluation are difficult because development they need to firstly really think what data they can get and how to create algorithm to make sure what they're presenting is accurate and aligned. And if you are not representing something accurately, then you're hurting the trustability and also the intention of the product. So I definitely think development is very important. The second round of user testing, again, it depends on like if you want to do a balance or AP test. However that's being consistently existed for the product evaluation is very difficult again because once you have this concept, you come to evaluation. You need to make sure that the continuation of the project once you release it's, not just a set in stone."
52;Speaker 1;00:26:17.960;00:26:31.850;00:00:13.890;"Once it's released, you need to think about the future of the same functionality to expand it. Maybe you have a button here as the first step and then you might have a chart and they might have a graphic, you might have click. So you need to continue creating."
53;Speaker 3;00:26:38.210;00:27:18.130;00:00:39.920;"Interesting, I understand the pain points that you mentioned during the evaluation and iteration stage. Are there some cases that you actually researcher? For example, in this case product researchers are involved in evaluating the product and also at the beginning when at the brainstorming stage you mentioned only business related people are involved. Are there some cases that product manager like researchers also involved in both of the stages?"
54;Speaker 1;00:27:22.510;00:27:53.980;00:00:31.470;"It could be from the hierarchy level. So for example, if you need to do a rebranding project among your website, everyone already know that's a decision made, then the brainstorming would involve with a lot of user research. I see. Yeah, those questions are very specific to specific scenario so it's like really I can't say yes or no or it has to be within the scenario within the case of what the project."
55;Speaker 3;00:27:56.930;00:28:27.170;00:00:30.240;"Okay, so as far as I understood, when the project is began at the very early stage where you need to analyze the market and decide like strategy, how you're going to develop the product and mainly business related people are involved at the beginning. But when you are rebranding the preexisting website or services then product researchers are also involved at an Allstate."
56;Speaker 1;00:28:27.360;00:28:41.360;00:00:14.000;"Our researcher within my current company has the exact title as well and she participated in different research not just for product but also for brand, for trustability among all."
57;Speaker 3;00:28:42.470;00:28:48.030;00:00:05.560;"I see. I'm just curious, how do you like researchability of the brand?"
58;Speaker 1;00:28:48.830;00:29:01.950;00:00:13.120;"Very interesting question. You scale measurable questions with both quantities so it has to be mixed method. It cannot be just qualitative or quantitative."
59;Speaker 3;00:29:02.120;00:29:02.670;00:00:00.550;"Okay."
60;Speaker 1;00:29:02.780;00:29:59.850;00:00:57.070;"And the previous research has done a lot. So if you go to like academia research, there are a lot of usability test skill that people have been tested and it's working. You take those questions, you make changes and alteration to those questions that fit your brand and you test it from different aspects. So you might be testing trustability but you also want to test security. The visual presentation, are they clean, are they functioning? Are you likely to use this site in the future? Are you likely to share this site with your friend? So it's a mixed method of I would say like taking the main value of their scale rating for a different aspect and then through the interview of their machining."
61;Speaker 3;00:30:01.010;00:30:13.650;00:00:12.640;"I see then in your company that I guess like product researchers should be able to conduct both by quantitative and qualitative methods."
62;Speaker 1;00:30:13.820;00:30:40.100;00:00:26.280;"Yeah, I think all the product researchers should have that because if it's an interview like this interview, you will need to code what I said. For us, we need to code what word was mentioned the most and what are the questions that be interesting and valuable to the study. So it's the same thing. Like to us, if a lot of people think security is the most important thing which we are lacking off, then we need to work on design for security."
63;Speaker 3;00:30:43.170;00:30:49.310;00:00:06.140;"I see. Thank you for your answer. Let's move on to number three."
64;Speaker 1;00:30:49.490;00:30:49.980;00:00:00.490;"Okay."
65;Speaker 3;00:30:50.060;00:31:46.680;00:00:56.620;"So in this case we're going to focus on brainstorming when different stakeholders are making decisions. So for example, you can consider these questions at the third exercise like what is the definition of good insight for UX researcher and how different stakeholders think differently and who makes decision at the end and how do you choose the best idea that fit different stakeholders needs? So it will be great if you can give us an example of deciding good insight between these different stakeholders. You already mentioned at the early stage, brainstorming is very challenging. So can you elaborate that brainstorming a part."
66;Speaker 1;00:31:48.870;00:33:21.590;00:01:32.720;"People have different mind. So I give you a question as investor saying I want to make sure we increase the user engagement and bounce rate for the next quarter, which next three months, okay. And I wanted to increase the new user of sign up for 20%. So this is a measurable goal, this is what everyone's driving for. And then you break down that goal into different products section. So for example, for website, you might have a sign up page, you might have a landing page, you have a marketing team you have already like in the platform user, you have different funnel to attract user, basically. So break down that goal to different users saying hey, you need to increase new user for 10% and for the already in platform user, you need to try to help them to invite new user. I don't know, give them a budget or give them the incentive, a Starbucks copy by invite a friend and then break down that goal. Then each set of that product will need to be coming up with a solution. So the product owner for attracting new user, he needs to think with the designer what are the ways they can do on the current platform, based on the framework, based on the timeline, based on the budget they can do to meet that goal."
67;Speaker 3;00:33:21.970;00:33:22.850;00:00:00.880;"I see."
68;Speaker 1;00:33:23.020;00:33:49.240;00:00:26.220;"And everyone has a different opinion sometimes. For example, I want to track a new user. I think giving a marketing campaign would be the best. But different people might think differently, they might think oh, we should do more Google ads, we should do more Facebook ads, we should do better design, we should do better content. So it's difficult because the nature of multiple ways of solving the same problem."
69;Speaker 3;00:33:50.770;00:34:00.050;00:00:09.280;"I see them in this case who like choose the method that you guys should use to achieve the goal."
70;Speaker 1;00:34:00.670;00:35:15.580;00:01:14.910;"So it normally would put into a presentation and every team or every product manager would come with a list of what they can do and based on what they can do, they filter three times. The first time they filter by visibility. Sometimes you could have a crazy amazing idea. Beautiful, great. We don't have people but we don't have the timeline. So it cannot be done, it cannot be prioritized. And then they feature the second time based on the investment of for example, we wanted to get this data from Google Maps but it's very expensive and the budget might not be visible, it might be a barrier to develop that. Then the third time is all the leftover idea they prioritize based on what can attract users the most. And it's pretty common. Understandable. For example, if you do a great landing page, it's easy to attract user. Or if you do a marketing campaign with a business partner, it's easy to attract user. But if you just go to Google and set up the ad, it's very low rate, the conversion rate is very low. It's just a natural of what we would take. I see."
71;Speaker 1;00:35:15.720;00:35:24.640;00:00:08.920;"Yeah. You filter and then you filter again and then you prioritize. And based on the prioritization, you make decision on what needs to be put in line."
72;Speaker 3;00:35:25.870;00:35:48.560;00:00:22.690;"I see. Okay, then I think in this case, when you're updating the preexisting service, maybe you guys can go through these three steps to choose the best idea part of."
73;Speaker 1;00:35:48.700;00:35:51.740;00:00:03.040;"Do you want me to make a copy on the slide six?"
74;Speaker 3;00:35:55.650;00:36:07.990;00:00:12.340;"Yes, please. Okay. But I think in this case maybe we don't need to do anything. Maybe I will change the color of the brainstorming stage into like yellow."
75;Speaker 1;00:36:08.790;00:36:09.540;00:00:00.750;"Okay."
76;Speaker 3;00:36:15.730;00:36:33.590;00:00:17.860;"Can I ask additional question about this third exercise? Do you think going through the three steps to filter out and take the best insight also applied to the scenario when you're developing a new product from the script?"
77;Speaker 1;00:36:35.590;00:36:37.660;00:00:02.070;"In my opinion, it's different."
78;Speaker 3;00:36:39.850;00:36:42.460;00:00:02.610;"Can you tell me why do you think it's different?"
79;Speaker 1;00:36:43.810;00:38:10.000;00:01:26.190;"Because we're talking about the scenario in more of small or already funded startup. Like you already kind of have a product. But if you go in aside from one to 100 steps right now, if we're talking from zero to one, then you're driven by, for example, want to do something innovative. The competitors research is only a comparison of functionality, how they have done and finding the Breakpoint, the weak point, the weakness to innovate. And we are innovating something. It takes a really long time for users and for people to accept. So if you're trying to do a new product, testing wouldn't be working because you don't have user right and user survey, you can only help utilize user survey or user research to validate your point of view of the solution, but you cannot utilize them to validate your product design at that stage. And anything could go wrong. Doing the product design, product development because of the resource. The liking resource. So your hypothesis might have really good goal, but because of the resource or liking resource, you might not meet that goal at the end, even through your evaluation could take a long time."
80;Speaker 1;00:38:10.020;00:38:16.850;00:00:06.830;"That's why a lot of start ups fell at the early stage, like 90% or something as a failure."
81;Speaker 3;00:38:18.550;00:38:39.760;00:00:21.210;"That's interesting. Then I have a question. Why do you think 10% of startups make success when 90% fail to go through this hardship? Do you think they have different strategies they take to come up with innovative product?"
82;Speaker 1;00:38:42.010;00:38:52.350;00:00:10.340;"That's a very large question that everyone start up trying to figure out. So I don't think I have the best answer for it."
83;Speaker 3;00:38:52.530;00:38:53.050;00:00:00.520;"Right."
84;Speaker 1;00:38:53.150;00:39:46.400;00:00:53.250;"But there are always three things to think about. A good thing happens. It's really depending on the right people, right time, right place, and right opportunity. We could call it lock, but lock is like the prepared to accept that moment. It's called lock. Lock is everywhere. Right? Right. So I think it's not just a designer or a product manager couldn't answer that. It's the right people. They're meeting together, they have great idea. They agree with each other. Start that project. Right investment, right resource at right time. Because for example, during the Colbert 19, what we need is we need the masks. Whoever has the capability of producing mass and logistics, we can ship it has the most profit potential, or they can help the most people."
85;Speaker 3;00:39:47.390;00:39:48.140;00:00:00.750;"Right."
86;Speaker 1;00:39:48.770;00:40:04.410;00:00:15.640;"They fell not because they had raw people, they had a great, amazing talent, they had a great resource, but they did not prepare for making math. They might be doing something else. So it's really the comprehensive of the scenario."
87;Speaker 3;00:40:05.270;00:40:21.070;00:00:15.800;"I see you mentioned right people. Do you think there are some people who can help to bring like great ideas? Then what are the qualities of these right people? In your opinion."
88;Speaker 1;00:40:23.470;00:41:09.580;00:00:46.110;"What is the right friend? It's the same question. If people believe in the same value as you and they believe in the product as you and they're willing to take risks and make decisions for the right choice, you would definitely have people when you're hiring them, they just want to get tested on and tell them what to do. They do exactly what they ask for. Great, wonderful. Those are great people to have. When you have the right people, they think beyond and above. They think for you and they create a product that you've never thought of. But during a brainstorm, those are the people bringing ideas to make that happen. You ask the question, they give you three solution rather than one."
89;Speaker 3;00:41:10.750;00:41:24.250;00:00:13.500;"I see that's true. I think it will be really difficult to find yourself motivated and full of ideas. People who are full of ideas, it's very difficult."
90;Speaker 1;00:41:24.410;00:41:27.340;00:00:02.930;"And they need to have the skill to make the work done."
91;Speaker 3;00:41:27.910;00:41:33.580;00:00:05.670;"Right. Thank you. Then let's move on to part two."
92;Speaker 1;00:41:33.720;00:41:34.420;00:00:00.700;"Okay."
93;Speaker 3;00:41:35.350;00:42:13.890;00:00:38.540;"So in this stage, we're going to focus on qualitative data analysis. So from the part one, you made a diagram for the general product development process. But in here you're going to make a diagram how use your Qualitative data analysis goes in your company so you can copy paste the example from the page nine and can modify it. Also, please elaborate or talk through why you make this diagram."
94;Speaker 1;00:42:19.950;00:43:24.240;00:01:04.290;"At this stage, we're utilizing Qualitative interview from UserTesting.com, large platform, 30,000 people, different country, different language, different income, pretty good. It doesn't represent the mass majority. It's only 300 people. Right. But those people can give because they are skilled about rating. So they need to give a very factual opinion in order to get a good rating. So overall, it's being a working platform to what we need. Do we conduct user research? We do because we have customer service Department. And when customer service is talking to customers, they are conducting surveys as well. At the same time, those clients might be also talking during the conversation, complaints or whatever. As a part, but it's always very narrow because you don't see the full picture ever. You cannot conduct the full platform with a full qualitative or quantitative user research."
95;Speaker 3;00:43:25.290;00:43:26.160;00:00:00.870;"I see."
96;Speaker 1;00:43:30.190;00:43:45.670;00:00:15.480;"Yeah, those go together. I agree. I think this also goes together. Maybe I have a different understanding of memory."
97;Speaker 3;00:43:50.170;00:43:50.530;00:00:00.360;"Yeah."
98;Speaker 1;00:43:50.570;00:45:37.630;00:01:47.060;"Prepare for research takes longer than the research itself. So finding initial theme is like, for example, we wanted to research on whether the calculator on the website works right, if that's the right value or if we're calculating it, making contribution to the user's experience. So you have a theme and then when you collect data collection preparation, I think this should be separate because data collection data preparation is definitely not together. So you prepare the first. For example, you filter down Pres graining, gender, country, language, age, income, whatever. Then you might do some memory on the question. Let me change it. I would have saved set up question questions to ask, and that gets reviewed several times for the setup question because you need to make sure you're asking the right question to not misleading people and then to be very accurate to what you're measuring a lot of time, like measuring trust. What are the keywords related to trust, how people measure them? Like you said, it's a difficult or it's not very easy to do. So this three goes together and then after that you set after that, what do we do? That's a quoting that's after taking notes over here presentation."
99;Speaker 1;00:45:37.690;00:47:42.960;00:02:05.270;"Yeah, that's at the end for sure. So after that you set up select questions and then you set up questions. And of course, it would do like sometime when it's a big project, you do a pilot test as well to make sure you are asking the right question. You can find a good people. And then you click on a test and then you collect data, and then you collect data. Once you collect data, you quote the data, you watch video and code it and test on like positive and negative feedback and then iteration to the theme and coding. Maybe that at the very end put in the presentation format. So you quoted the data and you analysis against the hypothesis and then you put in two presentation format. You have to keep a conclusion. So you give a conclusion and then you discuss putting the presentation format to the team to let them to review and give feedback. And yeah, if you want, you can always do the future research on the theme and the coding. But let me just leave that for now."
100;Speaker 3;00:47:44.070;00:48:16.740;00:00:32.670;"Thank you. I think it goes through a very detailed process compared to my other previous participants because they sometimes mentioned that I don't have enough time to actually go through raw data and do some qualitative coding. So they just made conclusion based on the note they took on the user study they conducted. So do you think in your company. You have enough time and resources to go through this whole process."
101;Speaker 1;00:48:17.790;00:49:42.710;00:01:24.920;"It could be challenging, but it's not that difficult to get it down. User testing made it very easy. Like on user testing, when you get the data on the left side you have like video. And on the right side you have a coding panel. And then for one video, like we have 15. Normally it's like a set of 15 people and then they have videos ran around like ten minutes to 15 minutes. You can speed up if you wanted to read it faster. Some people speak really slow and then as you're watching the video, you have like different lines of quoting it. So you can have different boxes and they have timestamp and they have like positive and negative kind of thing. So on the right side you just quoted if you're looking at the slide I made. So on the right side, this is where you make code. And normally we have two people quote on one participant. You can match what they agree to make, like the error to eliminate the error. But yeah, if without timing, just one people. Like if the team of 03:00 p.m. Marketing or the product would go together like a code of four, like everyone watch five videos coded, and then at the end you can download a spreadsheet and the spreadsheet would have a certain comment line up to against you the question."
102;Speaker 1;00:49:42.890;00:50:00.610;00:00:17.720;"And for each question you would have 15 answers. And if they're outrating the 15 answer, you would have find a common kind of direction to go and you give a conclusion and then we put that conclusion to presentation format with their user interface. It wasn't difficult. It wasn't very time consuming."
103;Speaker 3;00:50:02.190;00:50:07.930;00:00:05.740;"Can you let me know the software, the tool that you use for qualitative coding."
104;Speaker 1;00:50:10.450;00:50:13.850;00:00:03.400;"That you just mentioned, the user testing?"
105;Speaker 3;00:50:15.410;00:51:00.340;00:00:44.930;"No, like the software that you just drew. So you use like UserTesting.com for. Also, I have another question. Many of my participants mentioned that they find it difficult to recruit participants for the user study from the outside of the company because they don't want to spill their company secret. But in your case, you are using some UserTesting.com and you mentioned you're recruiting people from a variety of backgrounds. So why do you think it's possible in your case?"
106;Speaker 1;00:51:01.390;00:51:16.480;00:00:15.090;"Because they handle the recruit. Like, we pay them $10,000 per year and they handle the recruiting. We don't handle the recruiting. And from the moment we publish a study, the data can be reading within a day or two."
107;Speaker 3;00:51:17.950;00:51:18.770;00:00:00.820;"I see."
108;Speaker 1;00:51:18.880;00:51:23.200;00:00:04.320;"So it wasn't on our task to recruit participant. We don't have to do that."
109;Speaker 3;00:51:23.890;00:51:56.370;00:00:32.480;"I see. Ok. Thank you for your answer. Let's move on to exercise two. So in this exercise, you can do the similar thing that we did from the part one, you can copy paste your diagram that you made and also put this red lightning symbols on the steps that you find challenging and let us know why do you think it's challenging?"
110;Speaker 1;00:51:58.250;00:52:24.020;00:00:25.770;"Okay. I think both data preparation and set up questions are difficult because again this is a very person to person different. If I wanted to research what is the Asian married female filling against to the product in trustability, that's like very narrow study."
111;Speaker 3;00:52:24.220;00:52:24.830;00:00:00.610;"Yeah."
112;Speaker 1;00:52:24.950;00:53:50.780;00:01:25.830;"And then once we set that then people would start to ask within the team why has to be Asian female, why cannot be Asian male? Why cannot be black male? Why cannot be other ethnicity? So data preparation takes a lot of internal energy to review and agree. For example, I think trustability and secure is in relation. People might not agree, they feel security is a technical issue, it's not a trustability issue. So we need to align our mind first and that takes a lot of time to communicate and convince. And there's also within a company you have a hierarchy of the business with the manager who is assistant. The system might have a better opinion but the manager has a vine voice, right. That's when we speak out like we share opinion but it doesn't mean the right opinion gets pushed because whoever has authority might make decision based on their understanding at the end, which is more management situation. And then for selecting question the exact same thing. Like I might think we should ask different words, let them express three words of impression or to align with what we wanted to present. And people might think oh I should ask this one first or I think we should ask ten words rather than three words."
