Number;Speaker;Start time;End time;Duration;Text
19;Speaker 1;00:06:38.230;00:07:21.380;00:00:43.150;"So as part of the research, I try to keep it brief. I know it often takes long, but one thing that was problematic Besides, do we listen? What? I just mentioned this format often. We were not allowed for legal reasons to do the user research on our own. So we would also hire agencies and then these digital agencies would do the research and the analysis of the data on our behalf because for GDPR like data protections reasons, our company did not want to handle the data themselves."
20;Speaker 2;00:07:21.830;00:07:22.520;00:00:00.690;"I see."
21;Speaker 1;00:07:22.600;00:08:02.010;00:00:39.410;"So fortunately, it's quite bureaucratic interesting. That's why we set it up with other people so often. I would have a second research. So if it's not small research, but bigger research where we would look into a prototype we've built over a long time, we would also hire agency and then they would decide on what methods to do with us, but most importantly, they would transcribe the data and either give us the interviews, but often even do a report in form of a PowerPoint."
22;Speaker 2;00:08:04.950;00:08:28.150;00:00:23.200;"Then you didn't really have to transcribe interview data and then do coding to come up with insights from the qualitative data. Instead, you guys hired other agencies to do that for you guys often, but not always."
23;Speaker 1;00:08:28.260;00:08:53.470;00:00:25.210;"For this we listen format. For instance, we were not allowed to do video recordings and also not allowed to do voice recordings, but we would do notes. So often we would sit together with multiple people. So I would take a colleague of mine and then do notes while we interview and while we show our prototypes."
24;Speaker 2;00:08:54.570;00:09:11.510;00:00:16.940;"I see. Okay. And how is the qualitative data incorporated into the product? Do you think it's well incorporated or do you find any?"
25;Speaker 1;00:09:11.560;00:10:46.420;00:01:34.860;"That's a very difficult question. It's complicated. I think we were really struggling because I think it's not so much about qualitative data, but it was really a lot more about the organizational structure of the company because it's so big. We didn't even really know where you exit would be positioned and they would set up actually while we were there a new way to organize the company, at least the digital parts of it. So they have a new subsidy called Carrier. And this company would be set up with a safe it's called scale framework. I actually had a few trainings on it as well. And in this system, it's a way to describe how and where requirements and epics and definitions would go in. It's pretty much like project planning and there even UX was not really well positioned. So we would always fight for position, but in theory, we would have a lot of user experience, research findings, all across the company, probably spread out in some PowerPoint documents, and then it would be a lot about knowing people and connecting with them and sharing the results."
26;No speaker;00:10:46.510;00:10:46.900;00:00:00.390;"Okay."
27;Speaker 1;00:10:46.980;00:11:26.320;00:00:39.340;"So that would be one, like, lose PowerPoint reports. Another one would be if we have built actual prototypes, then these protests often come with documentation, but then the UX research would be part of the prototype. Yeah. So actually there's even, like, different ideologies on how UX research should be incorporated into product. So some would do it more in terms of the data and the findings and then have those well communicated and bring these over to production teams."
28;Speaker 2;00:11:26.470;00:11:27.060;00:00:00.590;"Yes."
29;Speaker 1;00:11:27.200;00:12:14.740;00:00:47.540;"Or the other one is that what really was my boss's vision more is that actually all project teams have researchers in that team. And then if these teams would do the research on their own, they would actually empathize with the end users while designing the product. So the research knowledge wouldn't be so much on sheets and documents, but it would be more implicit knowledge that the team members have. So the idea of hers was more that if people interact with end users, empathize with them, with their needs, with their values, that they would make better designed products."
30;Speaker 2;00:12:16.090;00:12:44.120;00:00:28.030;"Interesting. Thank you. How fast was the project cycle when you're conducting politics data analysis? Did you feel like time pressured? So did you have not enough time to go over that data thoroughly, then just like, skimmed it and just try to apply it easily, or how is it?"
31;Speaker 1;00:12:44.570;00:14:01.480;00:01:16.910;"I think there's definitely a problem in terms of that's. One problem of these crossfunctional teams, I've said a lot is that if you are a team member, like, if you are with team members from different skills and backgrounds and you try to work together, that can be very exciting and you learn a lot about others. But often the pure research, not like me, but the pure research would have times where they don't have anything to do and others would just be bought and hang out and wait for the results, and then they would have a lot of time pressure to deliver results. Or when I would do the research, I would often also try to be very quick with it because I want to start working on something, and then I would really run over the try to do it as rough and quick and dirty as possible so that we can start working on coding and building prototypes, because I know that that would also be my role. So that would be quite different. So I think because I have this dual role, it would be very different."
32;No speaker;00:14:01.680;00:14:02.420;00:00:00.740;"Okay."
33;Speaker 1;00:14:03.650;00:16:17.790;00:02:14.140;"Also, one thing I really noticed is that in terms of project outcomes, it really depends on who we were. Almost like a small agency. So it really depends on who comes in, who values what. So often, if we have more engineers coming in as our clients, let's say they would be more interested in functional prototypes, something they can explore, something can see. And then if we had other clients more from the newly for product management, let's say they would only be interested in findings in Qualitative research. Findings actually in the end the company really drifted a lot to these findings documentation, database. One of the reasons why I didn't want to stay there was because the Department of UX, they have a lot of human factors people and they were really so we got now the money from a different boss and these new bosses would care a lot about having a backlog of UX findings in a database. And we would for weeks and weeks just this backlog in a Gyra database. And Gyra is like a coding website, like a code tracker, let's say a back tracker. It's a bug tracker. And we would have a system to document user needs together with evidence from research and would investigate what customer needs are more important because they are setting up a new company which has to build a lot of things because they make a new operating system for cars."
34;Speaker 1;00:16:19.190;00:17:02.660;00:00:43.470;"And this new operating system needs really well prioritized functions and definitions of features. So we would for multiple months just prioritize what the user needs are in this backlog together with qualitative and quantitative findings. And then I'll link it many complex web pages. So my work really is very different. I've done very different focus of UX Qualitative data research. So it's not like we had one process and followed it throughout the time I was there. It really changed a lot."
35;Speaker 2;00:17:04.190;00:17:28.490;00:00:24.300;"Very interesting. I think you already mentioned a bit about this again, I will skip to the next part. What was the problem that you needed to solve using qualitative data analysis?"
36;Speaker 1;00:17:34.070;00:19:08.430;00:01:34.360;"Okay, so the one I mentioned last, it was about pretty much prioritizing development. So deciding which features should be built first, what does the user care about most, but also anticipating what will customers need in the long run. And then we would write very complicated visions of the future and based upon this vision we would sort of stress test what the new operating operating system needs to be capable to do because they are setting the system software architecture up now and it should support because the development will take many, many years. It should support pretty much anything we envision in many years as well. So this would be one thing where we did quality research just because it's very time consuming to do quantity research for that we did also a few service. So I also have to say we did mixed methods. So we also did service where we interviewed multiple customer markets but it was also based on interviews. I see the other one would be more these agencies style design project, Sprints, let's say where we would look into like we were working a lot on self driving cars, autonomous cars. And because there's not much knowledge in the company on the needs of elderly, of visually impaired, of wheelchair users."
37;Speaker 1;00:19:09.050;00:19:27.920;00:00:18.870;"We had a lot of design sprints where we needed to re get into complete new customer groups and then we would use this to brainstorm or develop and also to build in the way of the human centered design process."
38;Speaker 2;00:19:28.370;00:19:47.900;00:00:19.530;"I see. Okay. You mentioned before that you felt pressured reporting a research to other team members, for example, like developers, because they need to code something. While if you don't give the resort they have to wait."
39;Speaker 1;00:19:49.430;00:19:52.280;00:00:02.850;"Well, they will start and just do anything."
40;Speaker 2;00:19:53.090;00:20:06.630;00:00:13.540;"I see. So does that type of collaboration environment hindered you from conducting qualitative data analysis thoroughly?"
41;Speaker 1;00:20:16.650;00:20:44.100;00:00:27.450;"Yes, let's not speak negatively of UX research, but because I was in this dual role and we didn't have many developers, I just saw that their need is more and my contribution would be higher if I spent more time on the coding part than on the research part. So it was often on that."
42;Speaker 2;00:20:44.240;00:20:46.200;00:00:01.960;"I see. Okay."
43;Speaker 1;00:20:47.850;00:20:55.500;00:00:07.650;"But yes, it could have been more thorough. I agree."
44;Speaker 2;00:20:57.330;00:21:15.880;00:00:18.550;"Okay. When you are conducting qualitative data analysis, how did you find induced insights from data? How did you develop new ideas to solve UX problems?"
45;Speaker 1;00:21:18.130;00:22:03.690;00:00:45.560;"So in terms of methods, you mean like affinity diagrams, just traditional coding of insights reports. Often what we sometimes even did, which was really cool, was this type of video reports where you would film people, you interview and then make a whole documentation about the whole process. You would meet with people, first interview them on video, then build something and then later while they explore your prototype, film them again and see their reaction."
46;Speaker 2;00:22:04.430;00:22:20.850;00:00:16.420;"Interesting. Then did you collaborate with other US researchers a lot or did you like read your data alone and just come up with ideas?"
47;Speaker 1;00:22:22.370;00:22:42.140;00:00:19.770;"So both in the beginning it was more separated in teams and then later there was a lot of collaboration with many researchers. I would even meet with them in the offices and discuss the research findings. The user needs database we have set up."
48;Speaker 2;00:22:45.390;00:22:46.140;00:00:00.750;"Okay."
49;Speaker 1;00:22:49.030;00:24:48.820;00:01:59.790;"One thing we didn't have was sent like no one was really happy with the system we have because it wasn't this Jira database and it was very time consuming to link findings with each other and tickets and there was many duplicates and it felt like a growing database of many needs and it would feel unmanageable at a time. And often we would go through these findings and have them linked back to the original research and depending on how you formulate your findings. So with qualitative research, because you try to summarize complex findings into simpler words, often it becomes at some time also interpretation. And then we would fight a lot. We would sit with people in rooms and discuss for minutes and hours what the exact user needs behind something is because also when we have multiple users who say they want to have fast navigation system with the radio. I have a hard time to mention something though. Okay. Let's say they would want a car where they can watch movies on the road. Then this is a feature, but we would try to document the actual user needs and not just feature requests. So we would try to look at the higher needs and the drive behind the users because we wouldn't just like the idea of research and UX is not just to document actually what people say they want, but to have findings that then actually lead to new insights."
50;Speaker 1;00:24:48.850;00:24:51.540;00:00:02.690;"So we would really discuss a lot about this."
51;Speaker 2;00:24:54.310;00:25:29.320;00:00:35.010;"Okay. Thank you. To explain this part. Okay. Did you also have to collaborate with other team members who are not UX researchers? How is it different from collaborating with UX related people?"
52;Speaker 1;00:25:30.010;00:26:12.080;00:00:42.070;"Many personal I can't summarize it too much to I can't really summarize it to the skill or the occupation of the people, but it felt that it's more dependent on the personality. So some people are very good and they would take a lot of effort and be very helpful. They would come up with interesting interview questions, but often let's think about a few individuals. They would have hard time to find anything valuable and they would not see the benefit and could not really contribute to doing UX research."
53;Speaker 2;00:26:17.070;00:26:17.630;00:00:00.560;"Why do you."
54;Speaker 1;00:26:17.630;00:26:20.450;00:00:02.820;"Oh, was that what you meant? Was that what you asked?"
55;Speaker 2;00:26:20.630;00:26:32.100;00:00:11.470;"Yeah, but why do you think some people don't see the value of UX research and cannot find interesting insights from the user study data?"
56;Speaker 1;00:26:33.390;00:27:00.250;00:00:26.860;"I think a lot of disagreement would also be in what is a novel insight and when like basic interview differences where maybe a trained UX researcher would ask a few more indepth questions and people who are not trained would just look at very shallow insights and not ask more in depth."
57;Speaker 2;00:27:03.430;00:27:28.290;00:00:24.860;"So there are some people who just look into like shallow answers and ask shallow questions, not ask indepth questions. Yeah, I see. Then if you can have any type of support for finding insights from qualitative data, what support would you want to receive."
58;Speaker 1;00:27:29.990;00:27:31.880;00:00:01.890;"From people or from."
59;Speaker 2;00:27:32.630;00:27:39.680;00:00:07.050;"I think anything can be possible. You can imagine anything you want."
60;Speaker 1;00:27:41.610;00:28:40.620;00:00:59.010;"I know there are some really cool new software platforms that automatically transcribe and document and then you have a searchable database. And to have a searchable database would be really exciting where you can go and jump back to the original interviews and see it again like a centralized database, which is what we try to build in some degrees. But we couldn't use any of these new startups. I don't know what they are called. There are some startups that offer like new types of online based UX research. Finding online databases, something like that would be really cool but like a company like Volkswagen couldn't use it due to GDPR problems, supplier problems."
61;Speaker 2;00:28:41.010;00:28:41.940;00:00:00.930;"I see."
62;Speaker 1;00:28:42.810;00:28:52.800;00:00:09.990;"Like the it buying process in these car automotive industries is very complex. So we couldn't just use whatever we want to use."
63;Speaker 2;00:28:52.940;00:29:19.630;00:00:26.690;"I see. Why do you think having an online database that can link to the source is important to finding insights from qualitative data other than it helps us researchers to organize it better? Do you think it will help to come up with more novel ideas or interesting solutions?"
64;Speaker 1;00:29:21.330;00:30:26.330;00:01:05.000;"Yeah, I think it's really empathizing with the original interviewees can help a lot. There is a difference. If you write on a sheet of paper that user life can drastically be improved by a ramp in the car. Whereas when you see someone enthusiastically expressing themselves, being heard the first time and being acknowledged for the lack of needs in the regards of cars. So I think there's a huge difference. I almost think that's why I mean, that's also what many people try to be more interdisciplinary. There is something lost if you just present summarized findings rather than interacting with the original material."
65;Speaker 2;00:30:28.270;00:30:44.270;00:00:16.000;"I see. Thanks. Okay then if there is a human assistance, how would you like them to help you maximize the efficiency of finding insights from qualitative data and improve the quality of insights?"
66;Speaker 1;00:30:47.450;00:32:34.880;00:01:47.430;"So one thing I noticed honestly now a bit of a Contra argument, counter argument to what I said before. It gets difficult. The more and more you hear the same things. So if you do interviews on what stresses people in parking situations get bored after having heard of the 10th time, and then you stop being there and stop asking deeper and deeper questions and be like, yeah, okay, he doesn't like being stuck in parking lots. It's okay. But you would probably have to dig deeper and it gets tiresome. So I would like to have some assistance doing these interviews with multiple participants. But yeah, I don't think a digital assistant can do it yet. If you have to fake genuine interest, there's a reason why face to face interviews are better than like online service. It's because if the interviewers care about learning something, you get better insights. And if you would automate it with a chatbot, you would use that. So that's why often if you really care about finding something out and knowing someone's opinion and their drives and motives, your findings will be much better than when you're uninterested. But the more you interview people, the more you professionalized and the less interested you become."
67;Speaker 1;00:32:35.870;00:32:43.350;00:00:07.480;"I don't know. On the other hand, psychologists probably also can get some real insights from people. So there are some methods."
68;Speaker 2;00:32:43.730;00:33:05.820;00:00:22.090;"I see. Okay then if you can get an assistant from AI. Wait a second. If you can use AI in your work to improve the quality and quantity of insights derived from qualitative data, what do you expect AI to do to help you?"
69;Speaker 1;00:33:09.070;00:34:12.630;00:01:03.560;"So I think what AI can do a lot better than previous technologies. If you looked at previous technologies that tried to summarize findings. The most exciting thing you would probably get from automated coding tools is get like a network plot which shows which words were mentioned more, but that often looks cool on a page but don't really help you in day to day work. If your interview was about being stressed finding parking space, and then the software just shows parking space very huge inside. But I think these AI tools are getting a lot better with abstracting complex knowledge into shorter summaries. And I would really be interested to see where that could go. If now they could find generalized findings from many data points, that could be very helpful."
70;Speaker 2;00:34:15.030;00:34:47.260;00:00:32.230;"I see. Do you think AI can be used to ask more deeper questions? Like you said, human researchers tend to get bored when they ask same questions like for ten times and then do you think like AI can detect that and then promote more interesting questions when the researcher keeps asking similar questions that are very small?"
71;Speaker 1;00:34:48.130;00:35:41.310;00:00:53.180;"Actually could see two things, both an AI watching me and telling me, oh, your attention is going away from interviewing. Pay attention to the thorough. Like a reminder, almost like I don't know, like automated mood recognition system. But the other one to help brainstorming new questions probably could also be possible. Actually once tried AI tools for brainstorming, which is not writing qualitative interview questions, obviously. But I did that a few times. And if you spend a lot of time occasionally something funny, challenging when you can come out. So I could also see AI being helpful for question generation."
72;Speaker 2;00:35:41.810;00:35:57.670;00:00:15.860;"Okay then can you share me like the software that you use for the brainstorming to generate questions? And also you said you use AI to brainstorm?"
73;Speaker 1;00:35:57.730;00:36:54.340;00:00:56.610;"Like actually I use GPT-3, I have an account there so I could write a prompt and just give me ten ideas of cat toys. And then you would write number one like cat and two and then another stupid idea and then you would right after you gave this prompt another prompt and then it would auto to complete this. Then we would run it a few times. I did that with the official opener. Igpt three, but also there is a worse one from hugging face, but that one doesn't work, didn't work. The only one that works a bit more. But then what was the other one you asked for?"
74;Speaker 2;00:36:54.480;00:37:17.810;00:00:23.330;"Yes. Do you think you can use AI to brainstorm the insights after you go through the quality data? And when you are trying to come up with solutions for the US problems, do you think you can brainstorm the ideas with AI like you did with question generation?"
75;Speaker 1;00:37:25.670;00:38:17.060;00:00:51.390;"I don't think it's there yet, but I could see it in the future. Sometimes when you're stuck, it can give you good ideas. I think for ideas like right now pretty much all I know AI does is expand text or shrink text. That's what I think about AI now, mostly if we talk about this, I think mostly about it enlarging short snippets of text, getting more ideas, giving more inspiration or summarizing interview insights. And for summarizing, I think I can see it work. But to make a leap and go from looking at the data and summarizing it to then creating ideas for solving UX problems. I don't think so, no."
76;Speaker 2;00:38:17.200;00:38:44.610;00:00:27.410;"Okay. Then you mentioned summarizing and you mentioned that when the AI summarize the UX data, then for example, when it's about parking, then it might just highlight parking as the main topic for that UX data, then it's not that helpful. Then what kind of summarisation do you want to get from AI?"
77;Speaker 1;00:38:48.570;00:39:10.320;00:00:21.750;"So the last one I see like really helpful summaries where I've seen on Twitter thread of AI summarizing actual research papers in the style that the five year old can read it. That was really fun. Sometimes really accurate. Something like that. I could see."
78;Speaker 2;00:39:10.650;00:39:14.940;00:00:04.290;"Can you share the like Twitter ready to find one?"
79;Speaker 1;00:39:15.390;00:39:16.860;00:00:01.470;"I will look for it."
80;Speaker 2;00:39:17.490;00:39:18.720;00:00:01.230;"Thank you. Okay."
81;Speaker 1;00:39:33.250;00:39:45.200;00:00:11.950;"I don't have the Twitter set, but I think I found this article. Oh, there it is. I put it here in the chat."
82;Speaker 2;00:39:45.350;00:39:46.060;00:00:00.710;"Okay."
83;Speaker 1;00:39:55.370;00:40:46.360;00:00:50.990;"Thank you. Yeah, that was fun. I don't know if any of these tools I have. What was it called? Yeah, like Dovetail, for instance, one like that, which we looked at but never used because it was cloud hosted, I think. But there are a few others like it that we were at least discussing in the UX Research Department circle, if we can make any use of it. Okay."
84;Speaker 2;00:40:59.390;00:41:11.490;00:00:12.100;"I have another question. Do you think it will be useful to get helped by AI and or additional human assistance in a working environment?"
85;Speaker 1;00:41:21.250;00:42:41.570;00:01:20.320;"Yes. But I must also say we were in kind of a luxurious environment for a while where my Department had more money than they could spend. So I told you earlier about these agencies which we would hire and they would do research for us, but we didn't do it. So we would have had money to pay a researcher to do research for us, but we didn't because we were thinking something else at the time is more important. So sometimes we felt like we are almost forced to do research, even though we don't think that's what is needed the most because my project group itself was more and more that really was makers who wanted to build things. So we always would want to do small research and then build something. But yeah, it really depends on the project, to be honest. So sometimes the other project in the end, which was more on the operating system there, I would definitely want to have 100 interns helping to organize this database."
86;Speaker 2;00:42:42.070;00:42:46.190;00:00:04.120;"I see. It depends on projects."
87;Speaker 1;00:42:46.930;00:43:30.520;00:00:43.590;"Yeah. And if there is something you can if there's something you can describe to an intern to be done or easily can hand over, then it's helpful. But often, actually, even with this luxurious situation where we would have money to hire a company which is a professional UX research agency, to do the research fast, I had the situation that I failed. It takes longer to describe. Right. The project plan and if I would just be able to hire the participants and then do it myself. Sometimes describing problem can take longer than."
88;Speaker 2;00:43:31.270;00:43:38.290;00:00:07.020;"Right. Thank you for sharing your experience. It really helped me a lot."
89;Speaker 1;00:43:38.450;00:44:01.590;00:00:23.140;"I hope so, yes. If you have more questions, come back to me anytime. It was interesting. I mean, it was an interesting experience because in the company I was before doing internship, UX was completely different at UX Research, but we were in the special Department with a very powerful boss. So it was kind of a unique experience."
90;Speaker 2;00:44:01.710;00:44:13.310;00:00:11.600;"Yeah, I think it's definitely a unique experience, especially because like an automobile company. So maybe that's why it's unique."
91;Speaker 1;00:44:15.610;00:45:06.040;00:00:50.430;"But was also very difficult. Always was the hardware dependency and the long development cycle. So often we would build these prototypes based on user needs, which were very close to what we think the user wants. And then we would show it to the development Department and they say, yeah, we can't do this because of that. And this all is too difficult. So in the automotive industry, often the disconnect between the vision and the reality, the capabilities of what a company can achieve is a bigger concern than the gap between knowing what the people want and showing that. Do you understand me?"
92;Speaker 2;00:45:06.120;00:45:06.760;00:00:00.640;"Yes."
93;Speaker 1;00:45:07.450;00:45:13.720;00:00:06.270;"I think we had more of a production difficulty than like our UX research was great."
94;Speaker 2;00:45:18.350;00:46:36.040;00:01:17.690;"That's interesting because I had an interview with my friend who's working at Google and she said she's a UI designer, so she's not working as a UX researchers per se. But she told me that it's difficult to work as a UI designer because UX researchers just throw a bunch of new, interesting ideas instead of just narrowing down their ideas to one solution. Because if you're a developer or UI designer, they want to build a solid prototype, not like making ten kinds of prototypes and then discuss about it. So she said being a UX researcher would be so stressful in that environment because everyone wants an answer, but their job is naturally just to come up with interesting insights and not just providing a solution. So I think it's interesting that you say you really enjoyed UX research, like doing UX research at your company."
95;Speaker 1;00:46:42.350;00:47:06.850;00:00:24.500;"The thing is that we didn't have to build something that goes fully on the road, but we would be like more the pre production and then the insights that you find most valuable are the ones that you can choose. But I guess in Google you have always large system that has to go into production soon. It complicates things."
96;Speaker 2;00:47:07.030;00:47:07.760;00:00:00.730;"Yeah."
97;Speaker 1;00:47:08.270;00:48:35.170;00:01:26.900;"But also one problem, actually, one really big cubics research problem I always felt was this negotiating amongst different interests. So often when you couldn't say objectively what would be a better solution or a higher priority, let's say some people prefer safety and some prefer Privacy. I'm thinking about that because that's also what my research is about currently. I quoted that before. It's difficult to say what has more value. And then people would look to the UX researcher and ask them to give an answer. Yes, but often they cannot. Because what you find is that there are just different values and ideologies and then every user has a different degree of prioritizing those. And then the only thing to answer this often would be like to go to marketing and say our customer base are very Privacy focus consumers. If we want to speak to our old customers, we will make a solution that is very Privacy where but then you don't know, should we actually go more to digital natives who want more AI features? Then you would have a different thing. So often the USB search was also a bit influenced, I think by marketing."
98;Speaker 1;00:48:35.230;00:48:50.480;00:00:15.250;"Like what customer group is more important right now, specifically the car industry. Obviously you often focus for the high value customers. So that would also drive your research a lot."
99;Speaker 2;00:48:51.830;00:48:57.510;00:00:05.680;"I see. Who are the high value customers in automobile industry."
100;Speaker 1;00:48:58.190;00:50:15.680;00:01:17.490;"So with Forks Fargo, you have very few young people, at least in Europe and we wanted to drive it closer to digital natives. But prime customers in Europe are all around 50 men. And also in car, you have to distinguish, we have found in UX research, actually one thing which is that cars currently really under deliver to families and to family needs and children needs. But the problem is the person who buys the car is not the user. So the customer is not the user. The driver decides, the driver decides about the features. And if the man who buys the car is head of the family, wants a big SUV that looks cool, has a lot of value, often would prioritize his own needs above these of others. And then in research we would also probably do this sometimes, or at least not we would do. But product measures would drive us more to not putting too many children features in there because I don't know, that's a bit of oversimplification now, but there always was also a bit of this."
101;Speaker 2;00:50:17.510;00:50:25.310;00:00:07.800;"Yeah, I do a lot. Can I come back to you and I come up with more questions after?"
102;Speaker 1;00:50:25.410;00:50:33.250;00:00:07.840;"Yeah, sure. Sorry if I talk confusing because I'm quite late already, but happy to help you."
103;Speaker 2;00:50:33.370;00:50:38.310;00:00:04.940;"Yeah. Thank you so much. Especially when it's too late."
104;Speaker 1;00:50:39.290;00:50:46.890;00:00:07.600;"No problem. One thing I want to ask, do you still have time to take Pinot on the weekend?"
105;Speaker 2;00:50:47.000;00:50:47.840;00:00:00.840;"Of course."
106;Speaker 1;00:50:48.890;00:50:49.470;00:00:00.580;"Okay."
107;Speaker 2;00:50:49.580;00:50:52.970;00:00:03.390;"Where are you guys going? Are you guys going to like, New York City?"
108;Speaker 1;00:50:53.130;00:51:03.450;00:00:10.320;"Yeah, to New York City. We book concert tickets for Friday evening and for Sunday we will go to spa spa."
109;Speaker 2;00:51:03.770;00:51:08.960;00:00:05.190;"Like bathing type of spa. Oh my God. That's awesome."
110;Speaker 1;00:51:11.970;00:51:18.670;00:00:06.700;"We found Valentine's. Was it Valentine's or spring discount in new Jersey?"
111;Speaker 2;00:51:20.250;00:51:21.300;00:00:01.050;"That's awesome."
112;Speaker 1;00:51:22.470;00:51:28.030;00:00:05.560;"It was not Korean. I think it was a Korean spa."
113;Speaker 2;00:51:28.140;00:51:32.700;00:00:04.560;"Okay, please go to Korean spa and tell me how was that?"
114;Speaker 1;00:51:34.990;00:51:38.840;00:00:03.850;"Yeah, I think it was a Korean."
115;Speaker 2;00:51:38.930;00:51:41.560;00:00:02.630;"Okay, if it's good, I wanted visit there too."
116;Speaker 1;00:51:42.070;00:51:45.010;00:00:02.940;"Okay, then. Good night."
117;Speaker 2;00:51:45.170;00:51:52.700;00:00:07.530;"Okay. Good night. Okay. Yeah. I can definitely take Pina during this weekend and Goodnight. Thank you so much. Bye."
